source_entity,r.relation_type,target_entity,r.description,r.source_document,r.confidence
Grant program,RELATED_TO,physical act,Grant program related to physical act,https://www.alberta.ca/major-sport-event-grant-program,0.7
Grant program,RELATED_TO,Physical Act,Grant program related to Physical Act,https://www.alberta.ca/major-sport-event-grant-program,0.7
Grant program,RELATED_TO,and award program,Grant program related to and award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Future Leaders Program,Grant program related to Future Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Participation Support Program,Grant program related to Participation Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,award program,Grant program related to award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Award program,Grant program related to Award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Leaders Program,Grant program related to Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Support Program,Grant program related to Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Alberta multi,Grant program related to Alberta multi,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,physical act,Grant program related to physical act,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Physical Act,Grant program related to Physical Act,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,and policy,Grant program related to and policy,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Grant program,RELATED_TO,Future Leaders Program,Grant program related to Future Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Participation Support Program,Grant program related to Participation Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Award program,Grant program related to Award program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Leaders Program,Grant program related to Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Support Program,Grant program related to Support Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Grant Program,Grant program related to Grant Program,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Alberta multi,Grant program related to Alberta multi,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Alberta Sport Recognition Awards program honours extraordinary Albertan athletes,Grant program related to Alberta Sport Recognition Awards program honours extraordinary Albertan athletes,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,Alberta Sport Recognition Awards,Grant program related to Alberta Sport Recognition Awards,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,and policy,Grant program related to and policy,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Grant program,RELATED_TO,and cultural program,Grant program related to and cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Indigenous youth program,Grant program related to Indigenous youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Participation Support Program,Grant program related to Participation Support Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,The program,Grant program related to The program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,cultural program,Grant program related to cultural program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,youth program,Grant program related to youth program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Award program,Grant program related to Award program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Support Program,Grant program related to Support Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Grant Program,Grant program related to Grant Program,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Alberta multi,Grant program related to Alberta multi,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,and policy,Grant program related to and policy,https://www.alberta.ca/albertas-future-leaders-program,0.7
Grant program,RELATED_TO,Can Play Program,Grant program related to Can Play Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,This grant program,Grant program related to This grant program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,and recreation program,Grant program related to and recreation program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,Development Grant Program,Grant program related to Development Grant Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,Play Program,Grant program related to Play Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,grant program,Grant program related to grant program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,recreation program,Grant program related to recreation program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,Grant Program,Grant program related to Grant Program,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,Alberta are started by people,Grant program related to Alberta are started by people,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,physical act,Grant program related to physical act,https://www.alberta.ca/every-kid-can-play-program,0.7
Grant program,RELATED_TO,Physical Act,Grant program related to Physical Act,https://www.alberta.ca/every-kid-can-play-program,0.7
Leaders Program,RELATED_TO,the sport program,Leaders Program related to the sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,Future Leaders Program,Leaders Program related to Future Leaders Program,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,sport program,Leaders Program related to sport program,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,Award program,Leaders Program related to Award program,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,Grant program,Leaders Program related to Grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,grant program,Leaders Program related to grant program,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,Grant Program,Leaders Program related to Grant Program,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,Alberta multi,Leaders Program related to Alberta multi,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,and policy,Leaders Program related to and policy,https://www.alberta.ca/sport-participation-support-program,0.7
Leaders Program,RELATED_TO,and award program,Leaders Program related to and award program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Leaders Program,RELATED_TO,Future Leaders Program,Leaders Program related to Future Leaders Program,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
